種類,類別,狀態,發票類型,公司,客戶,公司名稱,發票,名稱,描述,支票,付款日期,總額,車輛,參考服務,參考費用,入帳票編號,epd214,代付,已付款,註解,refServices,refVehicles,refContracts,refClients,refDrivers
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCS82D5A3","銀行轉帳","","100599","2022-06-14",8190,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","3000158, 3000159, 3000161, 3000162, 1867558, 1867559, 3000301, 1865699, 1865700","VE987, HW924",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH2311D72A","","","3733IP25 - BOC000754","2024-01-30",1561923.02,"","","","","","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN2210792B","","","","2022-12-12",43000,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG2309C98C","","","8174531","2023-12-29",167388,"","","","","","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS4F4A3E","","","105375","2022-10-17",60447,"","","","","64548844a0eb9377daeb2abe","","","","","","","仕豐",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH2311049F","","","3310IP03 - BOC103135","2024-02-20",3306296.89,"","","","","","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN22113FE5","","","","2022-12-12",1804,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG231075C3","","","8177987","2024-01-23",159837,"","","","","","","","","","","DCLGQ2209AADB","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSB1E962","銀行轉帳","","","2022-01-27",323935,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","61723ba77850ac5fbe88a941, 61723c387850ac5fbe88a96b, 617242bb7850ac5fbe88c637, 617244d37850ac5fbe88cf5b, 617244d57850ac5fbe88cf6e, 617244e07850ac5fbe88cf81, 617245387850ac5fbe88d28b, 6172453a7850ac5fbe88d29e, 6172453d7850ac5fbe88d2b1, 617245b47850ac5fbe88d2c8, 617246087850ac5fbe88d3b5, 6172460c7850ac5fbe88d3c8, 6172460e7850ac5fbe88d3db, 617246107850ac5fbe88d3ee, 617246137850ac5fbe88d401, 617246167850ac5fbe88d414, 6180b5644a50832fa6b369da, 6180b6474a50832fa6b36d9f, 618292568418d156c68f6908, 618383ba8418d156c6906ccf, 618384858418d156c6907103, 618384a88418d156c6907401, 618384b08418d156c69076fd, 6183853b8418d156c6907cf7, 618385648418d156c6907ff5, 618385668418d156c69082f1, 6183856b8418d156c69085e6, 6183856f8418d156c69088d4, 618385748418d156c6908bbb, 618385c28418d156c6908ea2, 618385c78418d156c690919f, 618385cc8418d156c6909495, 618386218418d156c6909788, 618386898418d156c6909b63, 6183868e8418d156c6909e60, 618386928418d156c690a156, 618386978418d156c690a445, 6183869c8418d156c690a72d, 618386a08418d156c690aa0e, 618386fd8418d156c690acef, 618386ff8418d156c690afec, 618387058418d156c690b2e2, 618387088418d156c690b521, 6183870b8418d156c690b5e4, 6183870e8418d156c690b5f7, 618387118418d156c690b60a, 6183881d8418d156c690bd40, 618388938418d156c690d5a9, 618388978418d156c690d8a6, 6183889d8418d156c690db9c, 618388a18418d156c690de8b, 618388a68418d156c690e173, 618388b38418d156c690e454, 618389058418d156c690e735, 618389088418d156c690ea32, 6183892b8418d156c690ed2b, 6183892d8418d156c690f028, 618389338418d156c690f31e, 618389378418d156c690f60d, 618399a18418d156c691d22b, 61839a318418d156c691d59d, 61839a7b8418d156c691d884, 61839aa38418d156c691db6b, 61839ad78418d156c691de52, 61839ae08418d156c691e137, 61839b1c8418d156c691e419, 61839b228418d156c691e6fe, 61839b5b8418d156c691e9e0, 61839b5f8418d156c691ecc5, 61839ba48418d156c691efa7, 61839ba68418d156c691f28c, 61839bac8418d156c691f56b, 61839cb18418d156c691f848, 61839d838418d156c691ff64, 61839db98418d156c692024b, 61839df08418d156c6920532, 61839df38418d156c6920817, 61839e368418d156c6920af9, 61839e388418d156c6920dde, 61839edb8418d156c69213ae, 61839edf8418d156c6921693, 61839f128418d156c6921975, 61839f158418d156c6921c5a, 61839f588418d156c6921f3c, 61839f5b8418d156c6922221, 61839fc48418d156c6922576, 61839fc98418d156c692285b, 6183a0138418d156c6922b3d, 6183a0188418d156c6922e22, 6183a01c8418d156c6923101, 123, 6183a0628418d156c69236c3","MV897, TF3306, JR981, VJ6178, PD1680","","金門","盧光耀, 楊玉強, 霍耀基, 區國翔, 街車"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH23116E97","","","","",3543610.65,"","","","","","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN2210792B","","","","2022-12-12",88000,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG2309BE40","","","8174531","2023-12-29",325022,"","","","","","","","","","","DCLQG23082D80","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLS54C412","","","","",31856,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG23104A62","銀行轉帳","","8180711","2024-02-08",82000,"","","","","","","","","2057154, 2057153, 2057152, 2057157, 2057156, 2057155, 2057160, 2057159, 2057158, 2057162, 2057161, 2057163, 2057164, 2057165, 2057166, 2057169, 2057168, 2057167, 2057171, 2057170","WY987","DCLQ72105C","金門","莊基達"
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN22113FE5","","","","2022-12-13",32013,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH23109D6B","","","3733IP36 - 70% - BOC001230","2024-10-17",3255,"","","","","","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS89C2AB","","","100999","2022-03-25",-10650,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG2309589D","","","8179708","2024-02-01",44022,"","","","","","","","","","","DCLQG23099084","金門",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH2211DAC6","","","BOC100815","2023-03-06",23750,"","","","","64548844a0eb9377daeb2abe","","","","","","DTCWHQ2208810E, DTCQWH2209F007"," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH2309ED9A","銀行轉帳","","BOC100975","2024-05-14",37850,"","","","","","","","","2041955, 2041956, 2041957, 2041958, 2041959, 2041960, 2041961, 2041962, 2041963, 2041964, 2041965, 2041966, 2041967, 2041968, 2041969, 2041970, 2041971, 2041972, 2041973, 2041974, 2041975, 2041976, 2041977, 2041980, 2041979, 2041978, 2041981, 2041982, 2041983, 2041984, 2041985","TF8147","DTCQWH230939DE"," 榮興","街車"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS5FEA7C","","","","2022-07-26",39375,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","DCLQ486A65","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH2309E857","銀行轉帳","","BOC100975","2024-05-14",2200,"","","","","","","","","2046760, 2046761","YA987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG22115336","","","","2023-04-11",133462,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLGQ2209AADB","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH23099E4C","銀行轉帳","","BOC100975","2024-05-14",3000,"","","","","","","","","2056385","WY987",""," 榮興","黃柏洪"
"服務發票","付款記錄","收入","代工租機車收入","DCL","","","DCLSA5204B","","","8137814","2023-03-15",77601,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG23101525","","","8173861","2023-12-29",204811,"","","","","","","","","","","","金門",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG22118CC0","","","","2023-04-11",146000,"","","","","64548844a0eb9377daeb2abe","","","","","","DCLQ082DC5","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG2310B900","","","8176967","2024-01-17",42950,"","","","","","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS6814BE","","","000339","2022-06-29",128257,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","SCKUJV",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2311468C","","","3733IP36 - 70% - BOC001230","2024-10-17",114940,"","","","","","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN22113FE5","","","","2022-12-15",46200,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSCH23119C71","","","","2024-01-16",1529000,"","","","","","","","","","","","俊浩",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS8B8C5C","銀行轉帳","","","2022-06-08",614676,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","620c625aad3c745eed93af95, 620c6368ad3c745eed93cf53, 620c63a0ad3c745eed93d75c, 620c644bad3c745eed93e0ed, 620c6525ad3c745eed93f2a9, 620c6558ad3c745eed93f5a0, 620c655bad3c745eed93f893, 620c655cad3c745eed93fad4, 620c65c0ad3c745eed93fb9e, 620c65c2ad3c745eed93fbb2, 622821ec7557e30c85a017e8, 622824ec7557e30c85a02c5a, 622827cf7557e30c85a03104, 622842f77557e30c85a04839, 622843987557e30c85a049a4, 622844007557e30c85a04aad, 622863e67557e30c85a072a1, 622865737557e30c85a07b5c, 622865757557e30c85a07b6f, 622865767557e30c85a07b82, 622865c27557e30c85a07b99, 622865c37557e30c85a07bac, 622865c57557e30c85a07bbf, 622867dc7557e30c85a07bdc, 622868537557e30c85a07c07, 6228696b7557e30c85a07c6b, 62286d2a7557e30c85a0994f, 62286d317557e30c85a09962, 62286e347557e30c85a0a01c, 622870787557e30c85a0adde, 6228708b7557e30c85a0adf3, 622870987557e30c85a0ae08, 6228713f7557e30c85a0af0b, 6228716b7557e30c85a0af4d, 622871dc7557e30c85a0b358, 622871f67557e30c85a0b36e, 622874537557e30c85a0b73b, 6228746d7557e30c85a0b751, 622874e07557e30c85a0b768, 622874e27557e30c85a0b77b, 622874e37557e30c85a0b78e, 622874e47557e30c85a0b7a1, 622874e67557e30c85a0b7b4, 622874e77557e30c85a0b7c7, 622874e87557e30c85a0b7da, 62298ff74436db29bac6e6be, 62298ffa4436db29bac6e6d1, 62298ffb4436db29bac6e6e4, 62298ffe4436db29bac6e6f7, 622992394436db29bac6ee69, 62299287d56fde352b8ade7a, 6229928bd56fde352b8ade8d, 622993abd56fde352b8ae377, 622993aed56fde352b8ae38a, 622993afd56fde352b8ae39d, 622993b8d56fde352b8ae3b0, 622993bad56fde352b8ae3c3, 622993bbd56fde352b8ae3d6, 622993bcd56fde352b8ae3e9, 622995ddd56fde352b8af8b8, 622999419cd7cf41cf98849d, 622999439cd7cf41cf9884b0, 622999449cd7cf41cf9884c9, 622999949cd7cf41cf988d4e, 622999969cd7cf41cf988d61, 622999979cd7cf41cf988d74, 622999989cd7cf41cf988d87, 622999db9cd7cf41cf989161, 622999db9cd7cf41cf989174, 622999dc9cd7cf41cf989187, 6229a0469cd7cf41cf99626c, 6229a0479cd7cf41cf99627a, 6229a06b9cd7cf41cf99628b, 6229a06d9cd7cf41cf996299, 6229a06e9cd7cf41cf9962a7, 6229a06f9cd7cf41cf9962b5, 6229a0719cd7cf41cf9962c3, 6229a0739cd7cf41cf9962d1, 6229a0759cd7cf41cf9962df, 6229a0c59cd7cf41cf9962f5, 6229aa309cd7cf41cf99a00f, 6229aa929cd7cf41cf99a347, 6229aa949cd7cf41cf99a355, 6229aa949cd7cf41cf99a363, 6229aa959cd7cf41cf99a371, 6229aafe9cd7cf41cf99a3f2, 6229aaff9cd7cf41cf99a400, 622adc40fa482510894140a5, 622ae30ffa48251089414bd5, 622ae31ffa48251089414be5, 622ae34efa48251089414bf8, 622ae360fa48251089414c0a, 622ae369fa48251089414c1a, 622ae377fa48251089414c2a, 622ae384fa48251089414c3a, 622ae393fa48251089414c4a, 622ae3a8fa48251089414f88, 622ae3b6fa48251089414f98, 622ae3c0fa48251089414fa8, 622ae426fa48251089414fb8, 622ae42ffa48251089414fc8, 622ae43efa48251089414fd8, 622ae44efa48251089414fe8, 622ae456fa48251089414ff8, 622ae460fa48251089415008, 622ae468fa48251089415018, 622ae479fa48251089415028, 622ae488fa48251089415038, 622ae49afa48251089415049, 622ae841fa48251089415304, 622aea70fa48251089415314, 622aea7efa48251089415324, 622aea80fa48251089415332, 622aea82fa48251089415340, 622aea84fa4825108941534e, 622aea86fa4825108941535c, 622aead5fa48251089415374, 622aead7fa48251089415382, 622aeb1efa48251089415394, 622aeb22fa482510894153a2, 622aeb25fa482510894153b0, 622aeb29fa482510894153be, 622aec22fa48251089418a5c, 622aecadfa48251089418ea6, 622aecbcfa48251089418eb6, 622aecbdfa48251089418ec4, 622aecbefa48251089418ed2, 622aecbffa48251089418ee0, 622aecc0fa48251089418eee, 622aecd9fa48251089418f02, 622aecdafa48251089418f10, 622aecdafa48251089418f1e, 622aecdbfa48251089418f2c, 622aecdcfa48251089418f3a, 622aecddfa48251089418f48, 622aecdefa48251089418f56, 622aed36fa48251089418f6c, 622aed37fa48251089418f7a, 622aed39fa48251089418f88, 622aed3bfa48251089418f96, 622aed3dfa48251089418fa4, 622af05afa4825108941b761, 622af18dfa4825108941db19, 622af1f0fa4825108941db8e, 622af1fafa4825108941db9c, 62305d3668248a560379a25a, 62305e4b68248a56037a0d27, 6234420870929838077dda9a, 6234424970929838077ddbec, 6234426070929838077ddbfe, 6234426a70929838077ddc10, 6234427670929838077ddc23, 6234427d70929838077ddc35, 6234428470929838077ddc47","MV897, TF3306, JR981, UU987, PD1680, PP3296, UA7205","","金門","莊基達, 盧光耀, 楊玉強, 霍耀基, 區國翔, 街車, 周宇生, 江禮延, 周漢義, 莊潤宗"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG231143DE","","","8176967","2024-01-17",231960,"","","","","","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN22122080","","","","2023-07-18",20000,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH23105544","銀行轉帳","","BOC100975","2024-05-14",1060,"","","","","","","","","2046774","YA987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCS6B6E06","","","","2022-08-02",49500,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","年勝",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH23112BD3","銀行轉帳","","BOC100977","2024-05-04",23950,"","","","","","","","","2059318, 2059319, 2059320, 2059321, 2059322, 2059330, 2059331, 2059332, 2059333, 2059334, 2059335, 2059323, 2059324, 2059325, 2059326, 2059327, 2059328, 2059329, 2059336, 2059337","TF8147","DTCQWH230939DE"," 榮興","街車"
"服務發票","付款記錄","收入","運輸服務收入","DTC","創達","","DTCSC22115E44","銀行轉帳","","BEA003704","2023-02-21",52350,"","","","","64548844a0eb9377daeb2abe","","","","3001819, 3001820, 3001822, 3001823, 3001824, 3001825, 3001826, 3001827, 3001828, 3001829, 3001830, 3001831, 3001832, 3001833, 3001836, 3001837, 3001848, 3001735, 3001736, 3001739, 3001740, 3001741, 3001742, 3001744, 3001745, 3001821, 3004152, 3004153, 3004157, 3004158, 3004166, 3004159, 3004167, 3004168, 3004170, 3004171, 3004172, 2057735, 2057736, 2057737, 2057738, 2057739, 3007635, 3007632, 3007633, 3007634, 2044676, 2044677, 2044678, 2044679, 3003283, 3003282, 3003281, 2044687, 3001119, 3006977, 3007643, 3007642, 3007644, 3007645, 3007635, 3001738, 3001743, 3004156","VE987, WW8719, RV3710, LB2777, WL6725, YA987","","創達","朱偉業, 街車"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH2312AE16P6","","","3733IP26 - BOC000856","2024-04-10",76000,"","","","","","","","","","","DTCQWH23119281P6"," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS4F71E6","銀行轉帳","","","2022-01-27",456940,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","6193327ec9c602077817af69, 619334ebc9c602077817b4bc, 619334eec9c602077817b7d1, 619334f1c9c602077817bade, 61933550c9c602077817bde7, 6193358ac9c602077817c0fe, 6193358dc9c602077817c413, 61933590c9c602077817c720, 61933595c9c602077817c975, 619335f1c9c602077817ca3e, 619335f3c9c602077817ca51, 6195ec83c9c60207781913e9, 6195ed0bc9c60207781917a9, 6195ed10c9c6020778191abe, 61973cb9c9c60207781b0400, 61973dbec9c60207781b0563, 61973dc0c9c60207781b0576, 61973dc4c9c60207781b0589, 61973e6fc9c60207781b05a0, 61973e71c9c60207781b05b3, 61973e73c9c60207781b05c6, 61973e77c9c60207781b05d9, 61973e7ac9c60207781b05ec, 61973f79c9c60207781b0611, 61973f7cc9c60207781b0624, 61975d49c9c60207781c416b, 61975dc1c9c60207781c4597, 61975dc3c9c60207781c47f3, 61975dc5c9c60207781c48b6, 61975dcec9c60207781c4bb2, 61975dd0c9c60207781c4df7, 61975dd3c9c60207781c4eba, 61975e11c9c60207781c51a8, 61975e16c9c60207781c54b8, 61975e19c9c60207781c57c1, 61975e20c9c60207781c5ac3, 61975e23c9c60207781c5dbe, 61975e9cc9c60207781c60b8, 61975ed7c9c60207781c64a5, 61975fd4c9c60207781c7bf8, 61976001c9c60207781c7f79, 61976004c9c60207781c81de, 61976006c9c60207781c82a1, 6197600cc9c60207781c85a6, 6197600fc9c60207781c88a3, 61976013c9c60207781c8b98, 61a46d921b022034001da6d2, 61a46e261b022034001dab56, 61a46e2a1b022034001dae56, 61a46e2d1b022034001db14e, 61a46e301b022034001db43e, 61a46e331b022034001db726, 61a46e861b022034001dba0d, 61a46e8a1b022034001dbd0d, 61a46e8d1b022034001dbf55, 61a46f0a1b022034001dc01c, 61a46f0d1b022034001dc02f, 61a46fcd1b022034001dc1e9, 61a470491b022034001dc31e, 61a4704b1b022034001dc331, 61a4704d1b022034001dc344, 61a470501b022034001dc357, 61a4712c1b022034001dc374, 61a4712f1b022034001dc387, 61a471311b022034001dc39a, 61a471371b022034001dc3ad, 61a4713b1b022034001dc3c0, 61a4723c1b022034001dc3df, 61a4723f1b022034001dc3f1, 61a472431b022034001dc405, 61a472481b022034001dc418, 61a4724c1b022034001dc42b, 61a473d01b022034001dc76b, 61a473d31b022034001dca80, 61a473d61b022034001dcd8d, 61a473d91b022034001dd092, 61a473dc1b022034001dd38e, 61a474a51b022034001dd68a, 61a474f31b022034001dda13, 61a474f61b022034001ddd28, 61a474f91b022034001de035, 61a474fe1b022034001de33a, 61a475881b022034001de655, 61a4758d1b022034001de96a, 61a475921b022034001dec77, 61a475971b022034001def7c, 61a4759b1b022034001df279, 61a4760e1b022034001df574, 61a476161b022034001df7d9, 61a4761a1b022034001df89c, 61a476241b022034001df8af, 61a476261b022034001df8c2, 61a4777a1b022034001df8db, 61a4777b1b022034001df8ee, 61a4777d1b022034001df901, 61a4777f1b022034001df914, 61a478b01b022034001df92c, 61a478b41b022034001df93f, 61a478b81b022034001df952, 61a478bd1b022034001df965, 61a6f1481b022034001f9fe4, 61a6f2571b022034001faf00, 61a6f2591b022034001fb20d, 61a6f25d1b022034001fb512, 61a6f2601b022034001fb75f, 61a6f2621b022034001fb821, 61a6f2661b022034001fb835, 61a6f26b1b022034001fb848, 61a6f26d1b022034001fb85b, 61a7363d1b02203400214c55, 61a736d21b022034002151d7, 61a736d61b022034002154ec, 61a736db1b022034002157f9, 61a736e01b02203400215afe, 61a737461b02203400215e06, 61a737811b02203400216190, 61a737861b022034002164a5, 61a8564a1b02203400228aed, 61a856f51b0220340022a53b, 61a856f81b0220340022a850, 61a856fb1b0220340022aaad, 61a856fe1b0220340022ab70, 61a857be1b0220340022b6b1, 61a857c11b0220340022b6c4, 61a857c41b0220340022b6d7, 61a857c61b0220340022b6ea, 61a858991b0220340022c59d, 61a8589b1b0220340022c5b0, 61a8589e1b0220340022c5c3, 61a859751b0220340022d98b, 61a859d01b0220340022ddb7, 61a859d51b0220340022e0cc, 61a8687c1b02203400230be5, 61a868c61b02203400230fb4, 61a868c91b022034002312c9, 61a868cd1b02203400231503, 61a868d21b022034002315e8, 61a869231b022034002318eb, 61a869261b02203400231c00, 61a8692c1b02203400231f0d, 61a869311b02203400232212, 61a869371b0220340023250f, 61a869e31b0220340023280a, 61a86a671b02203400232ca1, 61a86a6d1b02203400232fb6, 61a86a731b022034002332c3, 61a86a781b022034002335c8, 61a86ad11b022034002338ca, 61a86ad51b02203400233bdf, 61a86adc1b02203400233eec, 61a86ae31b022034002341f1, 61a9bed11b0220340023ed83, 61a9bed61b0220340023f098, 61a9bedc1b0220340023f3a5, 61a9ca0c1b02203400247963, 61a9ca121b02203400247c78, 61a9ca181b02203400247f85, 61a9ca1e1b0220340024828a, 61a9ccd11b0220340024934a, 61a9d9321b02203400258981, 61a9d9351b02203400258c96, 61a9d9381b02203400258ef3","MV897, TF3306, JR981, UU987, PD1680, PP3296, UA7205","","金門","盧光耀, 楊玉強, 魏國汕, 霍耀基, 區國翔, 街車, 周宇生"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH23128636P8","",""," 3733IP31 - BOC001005","2024-07-12",123500,"","","","","","","","","","","DTCQWH23125634P8"," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH2211E217","銀行轉帳","","BOC101470","2023-06-05",1060,"","","","","64548844a0eb9377daeb2abe","","","","3001746","YA987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2312E430","","","3733IP36 - 70% - BOC001230","2024-10-17",41510,"","","","","","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH22071FF","","","BOC101148","2022-08-29",250808,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG2311EA7A","","","8181654","2024-02-19",29254,"","","","","","","","","","","DCLQG23099084","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH221139F4","銀行轉帳","","BOC000169","2023-06-05",4380,"","","","","64548844a0eb9377daeb2abe","","","","3003780, 3003781, 2046525, 2046526, 2046527, 2046530","HW924",""," 榮興","街車"
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG23112DB9","銀行轉帳","","8181561","2024-02-20",102504,"","","","","","","","","2057173, 2057174, 2057175, 2057176, 2057177, 2057178, 2057179, 2057180, 2057181, 2057182, 2057183, 2057184, 2057185, 2057186, 2057187, 2057188, 2057189, 2057190, 2057191, 2057192, 2057194, 2057195, 2057003, 2057004","WY987","DCLQ72105C","金門","莊基達"
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLS96C03C","","","","2022-06-23",190720,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","金門",""
"服務發票","付款記錄","收入","租賃服務收入","DCL","","","DCLSG2311D8DA","","","8180711","2024-02-08",40145,"","","","","","","","","","","DCLQG2311A449","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSKW22110FDF","","","HSBC121239","2023-01-30",931919,"","","","","64548844a0eb9377daeb2abe","","","","","","","嘉華混凝土",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","偉奧","","DTCSWA2311A5B9","銀行轉帳","","HS508224","2025-01-24",88400,"","","","","","","","","236839, 238022, 239489, 237783, 239491, 239492, 239497, 234599, 2051317, 237787, 237778, 237779, 237780, 237784, 237785, 237781, 2059842 , 2059848 , 2059850, 2047903, 2047904, 2047905, 2047907, 2047908, 2047911, 2059849 , 236554, 236553, 3003133, 2059841, 2051318, 2051319, 236950, 237782","XF2103, RG8880, NB1321, XW1778,  ER991, YB6268, UA1412,  XG5896, MC2600, PR971, RT9883","","偉奧","盧光耀, 朱偉業, 陳宗岳, 馬文海, 街車,  莫建彬, 何新麒"
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLS3E4F3E","","","639868","2022-09-02",100000,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","","","恒通",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSCT231163CE","","","","0024-12-24",99058.2,"","","","","","","","","","","","仲德",""
"服務發票","付款記錄","收入","運輸服務收入","DTC","","","DTCSN2212CBA9","","","","2023-05-23",85000,"","","","","64548844a0eb9377daeb2abe","","","","","","","年勝",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSC2312F0DA","","","BEA004387","2024-08-05",88895,"","","","","","","","","","","","創達",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS4A125C","","","100965","2022-01-24",164970,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG23122748","","","8179375","2024-01-31",233776,"","","","","","","","","","","","金門",""
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2210BB58","","","BOC000163","2023-03-07",34400,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","租賃服務收入","DTC","","","DTCSLH231242CE","","","BOC002190","2024-02-04",37800,"","","","","","","","","","","DTCQLH2308C15D","力豪",""
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCS2FEA70","","","100162","2022-07-19",798000,"","","","","64548844a0eb9377daeb2abe","",TRUE,"","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DTC"," 榮興","","DTCSWH2312DDFF","銀行轉帳","","BOC101157","2024-05-14",11660,"","","","","","","","","238032, 238033, 238034, 238035, 238036, 238037, 238553, 238042, 238043, 238044, 238045","YA987",""," 榮興","朱偉業"
"服務發票","付款記錄","收入","工程服務收入","DTC","","","DTCSWH22112569","","","BOC000149","2023-03-03",1564650,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG23123130","銀行轉帳","","8179375","2024-01-31",11400,"","","","","","","","","2051336, 2040424, 237859","RG8880, MC2600, WP349","","金門","盧光耀, 街車"
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLS9A2C52","銀行轉帳","","8137814","2023-03-15",81700,"","","","","64548844a0eb9377daeb2abe","","","","","","","金門",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","金門","","DCLSG23128B6E","銀行轉帳","","8182584","2024-02-29",32400,"","","","","","","","","236957, 2046109, 2046112, 239499, 2047559, 2047558, 2047561, 237858, 237860, 237861","YB6268, YA987, WP349, PR971","DCLQG2309626E, DCLQG23109C4C","金門","朱偉業, 馬文海, 街車"
"服務發票","付款記錄","收入","代工租機車收入","DTC","","","DTCSWH2210CB02","","","BOC000163","2023-03-07",580300,"","","","","64548844a0eb9377daeb2abe","","","","","",""," 榮興",""
"服務發票","付款記錄","收入","運輸服務收入","DCL","","","DCLSG231281EC","","","8182584","2024-02-29",73865,"","","","","","","","","","","DCLQG23082D80","金門",""
